"sciname","nutrient","sex","age","median_ear","median_ear_perc"
"Oncorhynchus, salmo spp.","Zinc","Children","5-9",0.2,20
"Ophiodon elongatus","Calcium","Children","5-9",0.024375,2.4375
"Ophiodon elongatus","Copper","Children","5-9",0.0794117647058823,7.94117647058824
"Ophiodon elongatus","Magnesium","Children","5-9",0.236363636363636,23.6363636363636
"Ophiodon elongatus","Phosphorus","Children","5-9",0.469135802469136,46.9135802469136
"Ophiodon elongatus","Riboflavin","Children","5-9",220,22000
"Ophiodon elongatus","Thiamin","Children","5-9",0.1,10
"Ophiodon elongatus","Zinc","Children","5-9",0.10625,10.625
"Oplegnathus fasciatus","Calcium","Children","5-9",0.025,2.5
"Oplegnathus fasciatus","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Oplegnathus fasciatus","Magnesium","Children","5-9",0.236363636363636,23.6363636363636
"Oplegnathus fasciatus","Phosphorus","Children","5-9",0.592592592592593,59.2592592592593
"Oplegnathus fasciatus","Riboflavin","Children","5-9",300,30000
"Oplegnathus fasciatus","Vitamin C","Children","5-9",0,0
"Oplegnathus fasciatus","Zinc","Children","5-9",0.15,15
"Oratosquilla oratoria","Calcium","Children","5-9",0.120625,12.0625
"Oratosquilla oratoria","Phosphorus","Children","5-9",0.448148148148148,44.8148148148148
"Oratosquilla oratoria","Riboflavin","Children","5-9",200,20000
"Oratosquilla oratoria","Thiamin","Children","5-9",0.52,52
"Oratosquilla oratoria","Vitamin C","Children","5-9",0,0
"Oreochromis mossambica","Calcium","Children","5-9",0.02375,2.375
"Oreochromis mossambica","Copper","Children","5-9",0.0676470588235294,6.76470588235294
"Oreochromis mossambica","Magnesium","Children","5-9",0.281818181818182,28.1818181818182
"Oreochromis mossambica","Phosphorus","Children","5-9",0.864197530864197,86.4197530864197
"Oreochromis mossambica","Riboflavin","Children","5-9",260,26000
"Oreochromis mossambica","Vitamin C","Children","5-9",0,0
"Oreochromis mossambica","Zinc","Children","5-9",0.1875,18.75
"Oreochromis mossambicus","Calcium","Children","5-9",0.0429375,4.29375
"Oreochromis mossambicus","Copper","Children","5-9",0.272058823529412,27.2058823529412
"Oreochromis mossambicus","Magnesium","Children","5-9",0.309090909090909,30.9090909090909
"Oreochromis mossambicus","Phosphorus","Children","5-9",0.864197530864197,86.4197530864197
"Oreochromis mossambicus","Riboflavin","Children","5-9",180,18000
"Oreochromis mossambicus","Thiamin","Children","5-9",0.165,16.5
"Oreochromis mossambicus","Vitamin C","Children","5-9",0,0
"Oreochromis mossambicus","Zinc","Children","5-9",0.29875,29.875
"Oreochromis nilotica","Calcium","Children","5-9",0.0382125,3.82125
"Oreochromis nilotica","Riboflavin","Children","5-9",330,33000
"Oreochromis nilotica","Thiamin","Children","5-9",0.07,7
"Oreochromis nilotica","Vitamin C","Children","5-9",0.000454545454545455,0.0454545454545455
"Oreochromis nilotica","Zinc","Children","5-9",0.06375,6.375
"Oreochromis niloticus","Calcium","Children","5-9",0.0225,2.25
"Oreochromis niloticus","Copper","Children","5-9",0.176470588235294,17.6470588235294
"Oreochromis niloticus","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Oreochromis niloticus","Phosphorus","Children","5-9",0.444444444444444,44.4444444444444
"Oreochromis niloticus","Riboflavin","Children","5-9",120,12000
"Oreochromis niloticus","Thiamin","Children","5-9",0.08,8
"Oreochromis niloticus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Oreochromis niloticus","Zinc","Children","5-9",0.12875,12.875
"Oreochromis spp./tilapia spp.","Calcium","Children","5-9",0.173125,17.3125
"Oreochromis spp./tilapia spp.","Copper","Children","5-9",0.220588235294118,22.0588235294118
"Oreochromis spp./tilapia spp.","Magnesium","Children","5-9",0.345454545454545,34.5454545454545
"Oreochromis spp./tilapia spp.","Phosphorus","Children","5-9",0.577777777777778,57.7777777777778
"Oreochromis spp./tilapia spp.","Riboflavin","Children","5-9",170,17000
"Oreochromis spp./tilapia spp.","Thiamin","Children","5-9",0.14,14
"Oreochromis spp./tilapia spp.","Vitamin C","Children","5-9",0,0
"Oreochromis spp./tilapia spp.","Zinc","Children","5-9",0.215,21.5
"Oreochromis spp./tilappia spp.","Calcium","Children","5-9",0.13625,13.625
"Oreochromis spp./tilappia spp.","Copper","Children","5-9",0.147058823529412,14.7058823529412
"Oreochromis spp./tilappia spp.","Magnesium","Children","5-9",0.281818181818182,28.1818181818182
"Oreochromis spp./tilappia spp.","Phosphorus","Children","5-9",0.62962962962963,62.962962962963
"Oreochromis spp./tilappia spp.","Riboflavin","Children","5-9",180,18000
"Oreochromis spp./tilappia spp.","Thiamin","Children","5-9",0.04,4
"Oreochromis spp./tilappia spp.","Vitamin C","Children","5-9",0,0
"Oreochromis spp./tilappia spp.","Zinc","Children","5-9",0.2275,22.75
"Osmerus mordax","Calcium","Children","5-9",0.08375,8.375
"Osmerus mordax","Copper","Children","5-9",0.408823529411765,40.8823529411765
"Osmerus mordax","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Osmerus mordax","Phosphorus","Children","5-9",0.567901234567901,56.7901234567901
"Osmerus mordax","Riboflavin","Children","5-9",260,26000
"Osmerus mordax","Thiamin","Children","5-9",0.02,2
"Osmerus mordax","Vitamin C","Children","5-9",0,0
"Osmerus mordax","Zinc","Children","5-9",0.4125,41.25
"Osteobrama cotio","Calcium","Children","5-9",1.5,150
"Osteobrama cotio","Copper","Children","5-9",0.135294117647059,13.5294117647059
"Osteobrama cotio","Magnesium","Children","5-9",0.354545454545455,35.4545454545455
"Osteobrama cotio","Phosphorus","Children","5-9",1.62962962962963,162.962962962963
"Osteobrama cotio","Zinc","Children","5-9",0.925,92.5
"Osteochilus hasselti","Calcium","Children","5-9",1.3791375,137.91375
"Osteochilus hasselti","Zinc","Children","5-9",0.45305,45.305
"Ostrea chilensis","Calcium","Children","5-9",0.055,5.5
"Ostrea chilensis","Phosphorus","Children","5-9",0.444444444444444,44.4444444444444
"Ostrea chilensis","Riboflavin","Children","5-9",540,54000
"Ostrea chilensis","Thiamin","Children","5-9",0.16,16
"Ostrea chilensis","Zinc","Children","5-9",2.5,250
"Ostrea edulis","Calcium","Children","5-9",0.175,17.5
"Ostrea edulis","Magnesium","Children","5-9",0.381818181818182,38.1818181818182
"Ostrea edulis","Phosphorus","Children","5-9",0.518518518518518,51.8518518518519
"Ostrea edulis","Riboflavin","Children","5-9",380,38000
"Ostrea edulis","Thiamin","Children","5-9",0.3,30
"Ostrea edulis","Vitamin C","Children","5-9",0.286363636363636,28.6363636363636
"Ostrea edulis","Zinc","Children","5-9",2.3675,236.75
"Ostrea lurida","Calcium","Children","5-9",0.085,8.5
"Ostrea lurida","Copper","Children","5-9",1.84705882352941,184.705882352941
"Ostrea lurida","Magnesium","Children","5-9",0.436363636363636,43.6363636363636
"Ostrea lurida","Phosphorus","Children","5-9",0.439506172839506,43.9506172839506
"Pachymelania aurita","Calcium","Children","5-9",0.552163125,55.2163125
"Pachymelania aurita","Phosphorus","Children","5-9",0.084,8.4
"Pagellus bogaraveo","Calcium","Children","5-9",0.08,8
"Pagellus bogaraveo","Copper","Children","5-9",0.0647058823529412,6.47058823529412
"Pagellus bogaraveo","Magnesium","Children","5-9",0.327272727272727,32.7272727272727
"Pagellus bogaraveo","Zinc","Children","5-9",0.06575,6.575
"Pagellus centrodontus","Calcium","Children","5-9",0.0425,4.25
"Pagellus centrodontus","Copper","Children","5-9",1.17647058823529,117.647058823529
"Pagellus centrodontus","Magnesium","Children","5-9",0.2,20
"Pagellus centrodontus","Zinc","Children","5-9",0.4,40
"Pagrus auratus","Calcium","Children","5-9",0.098125,9.8125
"Pagrus auratus","Copper","Children","5-9",0.441176470588235,44.1176470588235
"Pagrus auratus","Magnesium","Children","5-9",0.222727272727273,22.2727272727273
"Pagrus auratus","Phosphorus","Children","5-9",0.85679012345679,85.679012345679
"Pagrus auratus","Riboflavin","Children","5-9",100,10000
"Pagrus auratus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Pagrus auratus","Zinc","Children","5-9",0.2875,28.75
"Pagrus major","Calcium","Children","5-9",0.014375,1.4375
"Pagrus major","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Pagrus major","Magnesium","Children","5-9",0.290909090909091,29.0909090909091
"Pagrus major","Phosphorus","Children","5-9",0.617283950617284,61.7283950617284
"Pagrus major","Riboflavin","Children","5-9",160,16000
"Pagrus major","Thiamin","Children","5-9",0.3,30
"Pagrus major","Vitamin C","Children","5-9",0.136363636363636,13.6363636363636
"Pagrus major","Zinc","Children","5-9",0.1,10
"Pagrus pagrus","Calcium","Children","5-9",0.02125,2.125
"Pagrus pagrus","Phosphorus","Children","5-9",0.562962962962963,56.2962962962963
"Pagrus pagrus","Riboflavin","Children","5-9",838,83800
"Pagrus pagrus","Thiamin","Children","5-9",0.104,10.4
"Pagrus pagrus","Zinc","Children","5-9",0.825,82.5
"Pampus argenteus","Calcium","Children","5-9",0.02625,2.625
"Pampus argenteus","Copper","Children","5-9",0.622058823529412,62.2058823529412
"Pampus argenteus","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Pampus argenteus","Phosphorus","Children","5-9",0.419753086419753,41.9753086419753
"Pampus argenteus","Riboflavin","Children","5-9",210,21000
"Pampus argenteus","Thiamin","Children","5-9",0.02,2
"Pampus argenteus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Pampus argenteus","Zinc","Children","5-9",0.165,16.5
"Pampus chinensis","Calcium","Children","5-9",0.25,25
"Pampus chinensis","Copper","Children","5-9",0.0882352941176471,8.8235294117647
"Pampus chinensis","Magnesium","Children","5-9",0.236363636363636,23.6363636363636
"Pampus chinensis","Phosphorus","Children","5-9",0.716049382716049,71.6049382716049
"Pampus chinensis","Riboflavin","Children","5-9",340,34000
"Pampus chinensis","Zinc","Children","5-9",0.1475,14.75
"Pandalus borealis","Calcium","Children","5-9",0.028125,2.8125
"Pandalus borealis","Copper","Children","5-9",1.11764705882353,111.764705882353
"Pandalus borealis","Magnesium","Children","5-9",0.345454545454545,34.5454545454545
"Pandalus borealis","Phosphorus","Children","5-9",0.371604938271605,37.1604938271605
"Pandalus borealis","Thiamin","Children","5-9",0.08,8
"Pandalus borealis","Zinc","Children","5-9",0.3025,30.25
"Pandalus eous","Calcium","Children","5-9",0.0625,6.25
"Pandalus eous","Copper","Children","5-9",1.29411764705882,129.411764705882
"Pandalus eous","Magnesium","Children","5-9",0.381818181818182,38.1818181818182
"Pandalus eous","Phosphorus","Children","5-9",0.592592592592593,59.2592592592593
"Pandalus eous","Riboflavin","Children","5-9",60,6000
"Pandalus eous","Vitamin C","Children","5-9",0,0
"Pandalus eous","Zinc","Children","5-9",0.25,25
"Pandalus jordani","Calcium","Children","5-9",0.049,4.9
"Pandalus jordani","Copper","Children","5-9",0.568235294117647,56.8235294117647
"Pandalus jordani","Magnesium","Children","5-9",0.305454545454545,30.5454545454545
"Pandalus jordani","Phosphorus","Children","5-9",0.338271604938272,33.8271604938272
"Pandalus jordani","Zinc","Children","5-9",0.2325,23.25
"Pangasianodon hypophthalmus","Calcium","Children","5-9",0.018625,1.8625
"Pangasianodon hypophthalmus","Copper","Children","5-9",0.0294117647058824,2.94117647058824
"Pangasianodon hypophthalmus","Magnesium","Children","5-9",0.226363636363636,22.6363636363636
"Pangasianodon hypophthalmus","Phosphorus","Children","5-9",0.51358024691358,51.358024691358
"Pangasianodon hypophthalmus","Riboflavin","Children","5-9",60,6000
"Pangasianodon hypophthalmus","Thiamin","Children","5-9",0.04,4
"Pangasianodon hypophthalmus","Vitamin C","Children","5-9",0,0
"Pangasianodon hypophthalmus","Zinc","Children","5-9",0.117,11.7
"Pangasius hypophthalmus","Calcium","Children","5-9",0.02,2
"Pangasius hypophthalmus","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Pangasius hypophthalmus","Magnesium","Children","5-9",0.181818181818182,18.1818181818182
"Pangasius hypophthalmus","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Pangasius hypophthalmus","Riboflavin","Children","5-9",100,10000
"Pangasius hypophthalmus","Thiamin","Children","5-9",0.04,4
"Pangasius hypophthalmus","Zinc","Children","5-9",0.07,7
"Pangasius pangasius","Calcium","Children","5-9",0.0175,1.75
"Pangasius pangasius","Copper","Children","5-9",0.205882352941176,20.5882352941176
"Pangasius pangasius","Magnesium","Children","5-9",0.263636363636364,26.3636363636364
"Pangasius pangasius","Phosphorus","Children","5-9",0.320987654320988,32.0987654320988
"Pangasius pangasius","Riboflavin","Children","5-9",120,12000
"Pangasius pangasius","Thiamin","Children","5-9",0.3,30
"Pangasius pangasius","Zinc","Children","5-9",0.4625,46.25
"Panulirus japonicus","Calcium","Children","5-9",0.04625,4.625
"Panulirus japonicus","Copper","Children","5-9",1.91176470588235,191.176470588235
"Panulirus japonicus","Magnesium","Children","5-9",0.354545454545455,35.4545454545455
"Panulirus japonicus","Phosphorus","Children","5-9",0.814814814814815,81.4814814814815
"Panulirus japonicus","Riboflavin","Children","5-9",60,6000
"Panulirus japonicus","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Panulirus japonicus","Zinc","Children","5-9",0.45,45
"Paphies australis","Calcium","Children","5-9",0.06,6
"Paphies australis","Phosphorus","Children","5-9",0.246913580246914,24.6913580246914
"Paphies australis","Riboflavin","Children","5-9",400,40000
"Paphies australis","Thiamin","Children","5-9",0.2,20
"Paphies australis","Zinc","Children","5-9",0.2,20
"Paralichthys olivaceus","Calcium","Children","5-9",0.0275,2.75
"Paralichthys olivaceus","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Paralichthys olivaceus","Magnesium","Children","5-9",0.272727272727273,27.2727272727273
"Paralichthys olivaceus","Phosphorus","Children","5-9",0.592592592592593,59.2592592592593
"Paralichthys olivaceus","Riboflavin","Children","5-9",220,22000
"Paralichthys olivaceus","Vitamin C","Children","5-9",0.227272727272727,22.7272727272727
"Paralichthys olivaceus","Zinc","Children","5-9",0.1,10
"Paralithodes camtschatica","Calcium","Children","5-9",0.0575,5.75
"Paralithodes camtschatica","Copper","Children","5-9",2.71176470588235,271.176470588235
"Paralithodes camtschatica","Magnesium","Children","5-9",0.445454545454545,44.5454545454545
"Paralithodes camtschatica","Phosphorus","Children","5-9",0.540740740740741,54.0740740740741
"Paralithodes camtschatica","Thiamin","Children","5-9",0.086,8.6
"Paralithodes camtschatica","Zinc","Children","5-9",1.4875,148.75
"Paralithodes camtschaticus","Calcium","Children","5-9",0.12875,12.875
"Paralithodes camtschaticus","Copper","Children","5-9",2.70588235294118,270.588235294118
"Paralithodes camtschaticus","Magnesium","Children","5-9",0.445454545454545,44.5454545454545
"Paralithodes camtschaticus","Phosphorus","Children","5-9",0.54320987654321,54.320987654321
"Paralithodes camtschaticus","Riboflavin","Children","5-9",80,8000
"Paralithodes camtschaticus","Thiamin","Children","5-9",0.08,8
"Paralithodes camtschaticus","Vitamin C","Children","5-9",0.295454545454545,29.5454545454545
"Paralithodes camtschaticus","Zinc","Children","5-9",1.4875,148.75
"Parambassis ranga","Calcium","Children","5-9",1.16375,116.375
"Parambassis ranga","Phosphorus","Children","5-9",1.58024691358025,158.024691358025
"Parambassis ranga","Zinc","Children","5-9",0.6125,61.25
"Parapenaeus longirostris","Copper","Children","5-9",2.79411764705882,279.411764705882
"Paraplagusia japonica, cynoglossus joyneri","Calcium","Children","5-9",0.045,4.5
"Paraplagusia japonica, cynoglossus joyneri","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Paraplagusia japonica, cynoglossus joyneri","Magnesium","Children","5-9",0.281818181818182,28.1818181818182
"Paraplagusia japonica, cynoglossus joyneri","Phosphorus","Children","5-9",0.395061728395062,39.5061728395062
"Paraplagusia japonica, cynoglossus joyneri","Riboflavin","Children","5-9",280,28000
"Paraplagusia japonica, cynoglossus joyneri","Vitamin C","Children","5-9",0.0454545454545455,4.54545454545455
"Paraplagusia japonica, cynoglossus joyneri","Zinc","Children","5-9",0.125,12.5
"Parapristipoma trilineatum","Calcium","Children","5-9",0.0275,2.75
"Parapristipoma trilineatum","Copper","Children","5-9",0.117647058823529,11.7647058823529
"Parapristipoma trilineatum","Magnesium","Children","5-9",0.290909090909091,29.0909090909091
"Parapristipoma trilineatum","Phosphorus","Children","5-9",0.54320987654321,54.320987654321
"Parapristipoma trilineatum","Riboflavin","Children","5-9",240,24000
"Parapristipoma trilineatum","Vitamin C","Children","5-9",0,0
"Parapristipoma trilineatum","Zinc","Children","5-9",0.15,15
"Parastichopus californicus","Calcium","Children","5-9",0.0375,3.75
"Parastichopus californicus","Riboflavin","Children","5-9",1880,188000
"Parastichopus californicus","Thiamin","Children","5-9",0.1,10
"Parastromateus niger","Calcium","Children","5-9",0.3575,35.75
"Parastromateus niger","Copper","Children","5-9",0.0588235294117647,5.88235294117647
"Parastromateus niger","Magnesium","Children","5-9",0.227272727272727,22.7272727272727
"Parastromateus niger","Phosphorus","Children","5-9",0.755555555555556,75.5555555555556
"Parastromateus niger","Riboflavin","Children","5-9",400,40000
"Parastromateus niger","Thiamin","Children","5-9",0.26,26
